,date,SVR,Lasso,Ridge,ElasticNet,OrthogonalMatchingPursuit,PassiveAggressiveRegressor
0,2000/7,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686
1,2001/1,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916
2,2001/7,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469
3,2002/1,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161
4,2002/7,0.35796170752155465,0.497943641611271,0.3966120227784785,0.23219066218164353,-0.0039947696368933805,-0.07254817730350993
5,2003/1,0.45831484861791283,0.5069546342869178,0.5148325265720779,0.5114742196172389,0.45503582305142143,0.5820756146004051
6,2003/7,0.5093061233066887,0.5607719634728252,0.5737880923033087,0.5495489020363644,0.511605600465624,-3.5985766678535525
7,2004/1,0.43719963905841897,0.48346919653983855,0.516758476447514,0.5625634372552031,0.5511460035804444,0.46252031141806715
8,2004/7,0.5344278468473554,0.5880523180758193,0.6155272675428458,0.6125486727966898,0.560386763080057,0.5307930420861866
9,2005/1,0.5372030395124638,0.5923190764706228,0.6161548787487885,0.6071083838629323,0.5634380505150369,0.5600505303176428
10,2005/7,0.542711971974414,0.6047741899480028,0.6437383440231625,0.6680134251103776,0.6329611426509419,0.522793070666286
11,2006/1,0.49139633368061,0.5642573696550846,0.5898242793703341,0.6982717446434872,0.6873327271903154,0.6521793443587375
12,2006/7,0.5436236600899775,0.6875613835292639,0.7487496134724632,0.7745933694374979,0.7303548898634549,0.6205533812337485
13,2007/1,0.524255654246381,0.6430310896128849,0.6039555533432299,0.7653028654881834,0.7086888789607413,0.5965414855441462
14,2007/7,0.6102310065859909,0.7493661071673184,0.7232375715948114,0.7765564736507198,0.7382782970894379,0.56247538226012
15,2008/1,0.5512665097885878,0.7110109284227615,0.6920295887361059,0.8050785813306062,0.801937428343972,0.6998200426967953
16,2008/7,0.5493632492585674,0.7158053470183564,0.6790403822259803,0.8305973015884941,0.80737134375591,0.6655410244787979
17,2009/1,0.6048246472642282,0.779946766077464,0.7627541502743987,0.8055631131061886,0.8050490594048113,0.6629169650708058
18,2009/7,0.6833294492675759,0.7710741644532502,0.7970480873347215,0.6849597170290358,0.687895347858239,0.5534768135295198
19,2010/1,0.6178028632344705,0.7809277010314025,0.7712656020422559,0.8242499452959289,0.8187020618448299,0.6493017871232449
20,2010/7,0.6571134497046903,0.7787868227252644,0.7963951368952346,0.7871169726397895,0.7823473300747834,0.738429632748643
21,2011/1,0.6853990257646709,0.7729157629423847,0.8069263861479035,0.7935576605915007,0.765237232354337,0.6458185420615321
22,2011/7,0.6915376493617426,0.8008821370379879,0.7813476637805074,0.8389472352353269,0.8325732676983133,0.5340689636983729
23,2012/1,0.7088651220014244,0.7790199417860599,0.7829548674051572,0.8206368706019948,0.8156751189050868,0.7141366089282654
24,2012/7,0.7105905674292001,0.7860971189732197,0.7730692614806067,0.8273897195732467,0.8057860117467615,0.5496330559317164
25,2013/1,0.7175277185538809,0.7724813550796452,0.7883124781459098,0.8168371643264993,0.7989371846885706,0.6823018535305918
26,2013/7,0.70100488503775,0.8092161140902481,0.8046450122778704,0.8662291661180579,0.8547295044011773,0.6981457072147002
27,2014/1,0.7083114552915976,0.8080456295592284,0.805817163310613,0.8532006601896738,0.8369923443819438,0.638078439121808
28,2014/7,0.6561278580443882,0.783502479619298,0.8076102745680971,0.8711741684468624,0.8517828535374923,0.6514501114071665
29,2015/1,0.6139728008596501,0.7758545471667282,0.818072883886965,0.8507186429902625,0.837993620543567,0.7286264388373587
30,2015/7,0.5686027809604718,0.7699481630197638,0.7747298354941379,0.8381238925741988,0.848546334845546,0.7785432563658319
31,2016/1,0.5813074848481647,0.7622884950438032,0.7942015298248625,0.8457672404862444,0.8423533765033131,0.6719700658398631
32,2016/7,0.5364779771882412,0.7528537357709272,0.7791919646279134,0.8364397969732145,0.8523043787727832,0.7693224523356259
33,2017/1,0.4481784305896813,0.6431958644382988,0.6867455011331383,0.7796310182301319,0.7071528593683971,0.45543419609766156
34,2017/7,0.49041844855229355,0.7100057130306708,0.7977393995014411,0.8761575617219953,0.7492212058628201,0.7943285617495617
35,2018/1,0.39157575383893106,0.6611080001263172,0.6883972644934888,0.764818907036839,0.7866730150161445,0.4169353017281848
36,2018/7,0.3327023476553953,0.6995427185306756,0.7241739991794415,0.7316904052471136,0.7062988625385984,0.6995974401533399
37,2019/1,0.23081956505831125,0.5650157983288369,0.6294457283799035,0.6470998468069162,0.6580334274030637,0.3437066697585236
38,2019/7,0.22218935800438644,0.7623636610689759,0.8508028922206083,0.7930769691378847,0.7818831058026676,0.37107642746091596
39,2020/1,0.17177178637304202,0.7317171653492103,0.8268724655085129,0.7811633223320877,0.8191773492717865,0.2835988529752299
40,2020/7,0.1439084872841202,0.7814796201522691,0.911837171018548,0.8853772406770704,0.8599368455526881,0.36350370631624906
41,2021/1,0.08900281178851288,0.6466105828223243,0.750031712883696,0.7537531017172584,0.7739615317266377,0.29660826020525133
42,2021/7,0.07985778409944055,0.8727371618166084,0.9488387319107552,0.9170164685983756,0.8227319236453654,0.615435212842535
