,date,SVR,Lasso,Ridge,ElasticNet,OrthogonalMatchingPursuit,PassiveAggressiveRegressor
0,2000/7,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686
1,2001/1,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916
2,2001/7,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469
3,2002/1,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161
4,2002/7,0.3597961007492221,0.497943641611271,0.3982296391018686,0.23219066218164353,-0.033807114327929044,-0.07790035247084326
5,2003/1,0.45918566066137245,0.5069546342869178,0.5144043436857013,0.5114742196172389,0.4369802710172881,0.5843680046213837
6,2003/7,0.5100471545808962,0.5444578233240341,0.5639320437618733,0.5492823857312326,0.43303768070890436,-3.5866167766503816
7,2004/1,0.4375824866230519,0.48346919653983855,0.5130957099917772,0.5625634372552031,0.5437570146470525,0.46761330788280686
8,2004/7,0.5343395593674184,0.5880523180758193,0.6157410090513963,0.6123345871628851,0.51178260047294,0.5307355877494622
9,2005/1,0.5374279685472723,0.5923190764706228,0.6141768883057537,0.6071486901809889,0.5016282065294662,0.5591961218468537
10,2005/7,0.5427945803037935,0.6039777204164938,0.6203889266912825,0.6674136410562714,0.553122499454823,0.5222813961711759
11,2006/1,0.49135785198250703,0.5642573696550846,0.5678375546826544,0.6983251026732711,0.670907224872459,0.6544542054994695
12,2006/7,0.5435445063282772,0.6875613835292639,0.726758003506627,0.7744560509344177,0.6830121030627144,0.6195056586706125
13,2007/1,0.5240592078388318,0.6430459145711007,0.6123869535950661,0.7648112852744674,0.6877517056323345,0.592082479897899
14,2007/7,0.610108086810039,0.7480402976816415,0.64943310115083,0.7765171950961625,0.6556507380354551,0.563258409128815
15,2008/1,0.5511887593210761,0.7110109284227615,0.6786535623720642,0.8047229154959544,0.7737638077838174,0.7014961919290066
16,2008/7,0.5491542529543989,0.7157750604051483,0.6845844648351894,0.8307236513237712,0.6961629762234436,0.6618776353154425
17,2009/1,0.6048680722573861,0.7794166484698279,0.7486103252503513,0.804849718767211,0.7333572010834843,0.6634484642074407
18,2009/7,0.6832356880675466,0.7752965628880506,0.7177014024736906,0.6961328904612214,0.14310092551112996,0.5857417971942896
19,2010/1,0.6177895178766261,0.7778255563628284,0.7795168046572862,0.8235262361734254,0.29821392994967755,0.6517781735268323
20,2010/7,0.6570230068415406,0.7791600755856973,0.7812727915486719,0.7887627359177757,0.5536150947787271,0.7322906964297407
21,2011/1,0.685399472145707,0.7776052147682673,0.7804413641780259,0.7929208314389619,0.586503567113484,0.6488827200335032
22,2011/7,0.6915443841924446,0.7976755061087666,0.7137400773578962,0.8366564891833534,0.7437267795238376,0.5160892771949761
23,2012/1,0.7087758626540627,0.7784597797310873,0.7869763872668118,0.8208498923531756,0.4963839261310736,0.7176539632902041
24,2012/7,0.7105113861086064,0.7903751962924644,0.8068233511590092,0.8359534424798435,0.40048921821085126,0.5606372918410145
25,2013/1,0.7174768593371106,0.7721618091675556,0.7845728420866862,0.8160462702651797,0.06661721597799963,0.6852982628039281
26,2013/7,0.7009504850658235,0.8041457586093689,0.8069742431541753,0.8597624611933579,0.6185439831286368,0.7005691183812806
27,2014/1,0.7082448687366146,0.8078977173366282,0.8288795842614263,0.851967797743798,0.5578490270988535,0.6404827705289133
28,2014/7,0.6560365763789444,0.7806372624888441,0.8171692295297438,0.8729752742433629,0.2111114925993377,0.6519261505249795
29,2015/1,0.6137509483177632,0.7761136299068336,0.8061791170329036,0.852842819943482,0.49737098817759207,0.7245182166355686
30,2015/7,0.5684746973043726,0.7608792719857096,0.8197358156238396,0.8267558504448871,0.4274779170077765,0.774777724667517
31,2016/1,0.5812076922138237,0.765545152923237,0.8116782236305341,0.8466309877904238,0.4084304344182452,0.6740459825316687
32,2016/7,0.5362917902391203,0.7684574589554385,0.8475229351990017,0.8431369875782772,0.65582507371435,0.7678387828984169
33,2017/1,0.447725368585554,0.6402600315032904,0.803157155082921,0.8228666616789378,0.12949900979828866,0.46496286654106056
34,2017/7,0.4899420735250073,0.7179868680051821,0.74828589849733,0.8869408584005093,-0.0011244319546339643,0.8003744337184842
35,2018/1,0.3913132779184654,0.5886024955047426,0.7551740263302673,0.7485090320154826,0.572011648168058,0.44061279115003416
36,2018/7,0.3323987625249296,0.6479932999895864,0.7989518879069865,0.8056623225727186,0.5428795573679925,0.6850181180625591
37,2019/1,0.23048999212955212,0.6512489586563979,0.7452102451131417,0.7614905334817604,0.5075940285927685,0.4254981034163424
38,2019/7,0.22169021342791317,0.704459756465831,0.8935241401948804,0.9011504095739472,0.6215232959838488,0.5183772569982978
39,2020/1,0.17101430208078394,0.7716348649656808,0.9076767301075245,0.9172685719713145,0.5892372479900768,0.6619611694332984
40,2020/7,0.14210761637625968,0.8063349122639429,0.9483191624863031,0.8971841727356202,0.5103406838952704,0.7680183519756978
41,2021/1,0.08839979322261249,0.8163390117529126,0.8312208591971468,0.8825493897052582,0.7557636759602601,0.706228674247409
42,2021/7,0.07582056506113322,0.8032540112224642,0.9021909373351831,0.7756892522495544,0.676506678764603,0.8568313916105132
