,date,svr_r2,lasso_r2,ridge_false_r2,ridge_true_r2
0,2000/7,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686
1,2001/1,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916
2,2001/7,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469
3,2002/1,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161
4,2002/7,0.35965502621371426,0.31254003969184463,0.0816605021971678,0.39778983702843307
5,2003/1,0.4590881913684275,0.5378043842561168,0.4644447027084959,0.5143462687397944
6,2003/7,0.5099443435011357,0.5740534173376897,0.511757930218383,0.5740130768886289
7,2004/1,0.4375668520716729,0.5679264556772128,0.5588746019962654,0.5184060400572594
8,2004/7,0.534397406844751,0.6270152864212628,0.5709318865308826,0.616080640858926
9,2005/1,0.5373663288020836,0.6212673305747733,0.5707502697842275,0.6147105411185613
10,2005/7,0.542783798815826,0.6765703674779944,0.6462606704377859,0.6375749671887506
11,2006/1,0.49134825430586027,0.6999595576674907,0.6935466214784819,0.57173772438583
12,2006/7,0.5435642231652753,0.7774150518666105,0.7668284586381447,0.7283697645132426
13,2007/1,0.5240836459698963,0.7637704618979683,0.7419804310431423,0.6173620881489704
14,2007/7,0.6101475971242356,0.7814441743887575,0.7519896541613251,0.677241983548891
15,2008/1,0.5512304895894615,0.806408195369516,0.7897780156379757,0.679291577457667
16,2008/7,0.5492456931863259,0.8274010275325895,0.8030539271949062,0.7043995437365884
17,2009/1,0.6048969315629444,0.8067480375805446,0.7796142292824803,0.725331050630927
18,2009/7,0.68325811056722,0.7010066079664594,0.6627508377785689,0.672323618256194
19,2010/1,0.6178138083089681,0.8236451145512964,0.7967427777834717,0.7221872558334888
20,2010/7,0.6570235969486615,0.7947323958076886,0.7622519270924475,0.7902330506445698
21,2011/1,0.6854183384834873,0.7937018702184794,0.76475866486369,0.7846603409998015
22,2011/7,0.6915416687606122,0.8337963108314439,0.7990041994512084,0.7355506495558004
23,2012/1,0.7088162031784202,0.823176629869668,0.7761646512714511,0.7956582245060608
24,2012/7,0.7105243786354426,0.8392890868708655,0.7784680916874716,0.8184988327306176
25,2013/1,0.7174835924780512,0.8204626951231849,0.7808472086416081,0.7706320211854377
26,2013/7,0.7009702552944186,0.8552663126905825,0.8227855140068149,0.7906087888084122
27,2014/1,0.7082459564371465,0.8517397921390756,0.8252454754824161,0.8334514113979623
28,2014/7,0.6560891491616881,0.8712250673281019,0.8476321033235822,0.8129607575487564
29,2015/1,0.6137778736258979,0.8584508199237405,0.8424785197961823,0.7908484548827697
30,2015/7,0.568491830051766,0.8389413643382858,0.8159123945717843,0.816392435862093
31,2016/1,0.5812189490978479,0.8554017216282868,0.786811078839387,0.8082217090176094
32,2016/7,0.5363348989875766,0.8634674268531891,0.8562298380430793,0.8541434847588047
33,2017/1,0.44774835900274323,0.7841046166219812,0.7935205158575267,0.7993683332002798
34,2017/7,0.49000960098412083,0.7388899967775708,0.7608103924860576,0.7488047640358566
35,2018/1,0.391355699470917,0.7263121032047191,0.682046500314325,0.7458562163422776
36,2018/7,0.3324222247369327,0.8206513352494628,0.822630133616724,0.8130759657750445
37,2019/1,0.23053875027865578,0.7729434467856562,0.7838129468873951,0.7421467157246895
38,2019/7,0.22181366305413153,0.8663710537246551,0.914330323766517,0.9045713640900435
39,2020/1,0.17117055998055364,0.9019478064724564,0.924949537299662,0.8971306706265693
40,2020/7,0.14236858952684517,0.8161226507166999,0.8596826726635485,0.9494692289701095
41,2021/1,0.08844841418923355,0.8979036130222133,0.8978921225712059,0.8223259636908129
42,2021/7,0.07612887210782326,0.7368917857059686,0.7365620730466955,0.8695752594792432
