,date,linear_regression_r2,svr_r2,lasso_r2,ridge_false_r2,ridge_true_r2
0,2000/7,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686,-0.00022952767217687686
1,2001/1,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916,-0.00046359069234402916
2,2001/7,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469,-0.0005493546357040469
3,2002/1,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161,-0.0004050174169352161
4,2002/7,-1.1083769179329135,0.32907540860135664,0.3286589527993916,-0.09797692277471426,0.29550900455067686
5,2003/1,0.24531420227777367,0.43594602895677137,0.538774032021398,0.42069369698918135,0.49797230708303086
6,2003/7,0.31545130102416097,0.48258720026738533,0.5683289515534176,0.4390886921627214,0.5544428331387097
7,2004/1,0.5129826956645329,0.4258431560617497,0.5707147973859232,0.5451414676484501,0.5221697471494757
8,2004/7,0.3704661196719332,0.5154633611282307,0.6216826504631674,0.4984413283611231,0.5691201431071509
9,2005/1,0.4232586906846898,0.5286398044453855,0.6196328774949044,0.5156350342466387,0.5960230102496769
10,2005/7,0.5396283118105059,0.5322703851191688,0.631439979089766,0.5674629674149421,0.6682664502142635
11,2006/1,0.6600815986750639,0.48368747179082283,0.6951191224793392,0.6720467107458711,0.6279764841577522
12,2006/7,0.6769249947292354,0.5202053197413946,0.7618412772132173,0.7147890062642863,0.7419835863703117
13,2007/1,0.6781861167587435,0.5146050801546429,0.7429962284131167,0.7034755484451451,0.7212647911247405
14,2007/7,0.6970217958907223,0.5944713019428225,0.7646829064518958,0.725186318418348,0.7765471101401676
15,2008/1,0.7804564390433029,0.5416511683820289,0.8051804184279672,0.7923250022567819,0.7355645286776877
16,2008/7,0.8285646794780761,0.532045175085855,0.8418147575012018,0.8349089026120942,0.7855155069383349
17,2009/1,0.7558683401298346,0.5884968289879492,0.7984000983216992,0.7754401234958697,0.8067097576374984
18,2009/7,0.6267382674377563,0.6800118791927747,0.6783017831423559,0.6468849199661951,0.7874018294231048
19,2010/1,0.8110582134412164,0.6187400600470931,0.8242882721771938,0.8155444694005989,0.7836187592198948
20,2010/7,0.770611102731683,0.6508538114268717,0.7928776496511372,0.778085254822446,0.8145104756882433
21,2011/1,0.7967472356920688,0.6825848129250482,0.815917513701173,0.8033318187807481,0.8208501319602874
22,2011/7,0.8251008298343275,0.6840315048617682,0.8353420891725634,0.8286191895958095,0.8095064267938865
23,2012/1,0.8113028237577025,0.6926342495640638,0.8233249782105087,0.8155504246553777,0.8061161284941317
24,2012/7,0.8069455624666905,0.6985507854041442,0.8304798151389148,0.820479103272479,0.8072158805206633
25,2013/1,0.8145671024179788,0.7059575845719303,0.8232423272831234,0.8197635870153324,0.8138744833358811
26,2013/7,0.8239852923443997,0.6901569329024511,0.8647003704959866,0.8453426500140016,0.8159279713411839
27,2014/1,0.8461842630891248,0.6924597300227537,0.856651301057917,0.8495677286965717,0.8374003957803217
28,2014/7,0.8662888114367203,0.6443600857058542,0.8733977620715172,0.8698061038985294,0.8041499627339379
29,2015/1,0.8560175294700335,0.5962149204054114,0.8655510162787321,0.8601690891605784,0.8078477800189081
30,2015/7,0.8800536000038199,0.5441095638187909,0.8865305116756717,0.8839538563315111,0.799052703271999
31,2016/1,0.8647237449867432,0.5520273683824136,0.8658960618600584,0.8671567527970205,0.8274903468297691
32,2016/7,0.874308587547114,0.5182576891606212,0.8844805982838129,0.8793958268323049,0.7920619171756098
33,2017/1,0.8719619888868526,0.431233986192721,0.8717222454796824,0.8740151724647859,0.747390757747096
34,2017/7,0.8385241163824835,0.4644574470797498,0.863151343282251,0.8485924623762335,0.8665786246478022
35,2018/1,0.8600961811317716,0.37865050054677474,0.8564986920230655,0.8616551098537563,0.7219373313101237
36,2018/7,0.9117057558045304,0.31725558603991344,0.9123514363002538,0.914784309032158,0.7650354718661224
37,2019/1,0.8841047261731131,0.22074401592032955,0.8763727905809248,0.8861029172979014,0.6783886972168918
38,2019/7,0.8439514298947765,0.20822064843737997,0.8628661522478721,0.8521017803113506,0.8411214898901274
39,2020/1,0.9391246665171968,0.16415043976763122,0.9328787875525808,0.9407475411460268,0.7326820523659201
40,2020/7,0.9576353309603619,0.13638528505851566,0.9564306025437158,0.9595456641085063,0.7820558015659747
41,2021/1,0.9026043862899669,0.08450466777819765,0.8969342006101215,0.9031420676769124,0.6308888213885956
42,2021/7,0.8778443550733727,0.07308195407219475,0.8821879501436228,0.8796681950061834,0.8626208891253646
